,CPU,MRP
1261,OCTA 2.93 GHz LGA 775 E7500 Processor,₹650
1262,Intel 6100 3.7 GHz LGA 1151 Socket 2 Cores 4 Threads Desktop Processor,"₹2,600"
1263,Intel 3570 processor 3.8 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹1,889"
1264,"Intel i5-4690(4Th Generation ) 6 MB Smart Cache, 3.5 GHz LGA 1150 Socket 4 Cores Desktop Processor","₹3,299"
1265,TAJ PC 3.4 GHz LGA 1155 I5 3570 3rd generation Processor,"₹2,199"
1266,Intel Core i3 2100 3.1 GHz LGA 1155 Socket 2 Cores Desktop Processor,₹900
1267,Etake 3.6 GHz LGA 775 CPU Fan Cooler and Heat-Sink Cooling Fan 12V DC Processor,₹349
1268,GIGASTAR 3.2 GHz LGA 1151 INTEL CORE I3 6100T Processor,"₹6,750"
1269,Intel 2400 3.1 GHz LGA 1155 Socket 8 Cores Desktop Processor,"₹2,298"
1270,wnd 3.4 GHz LGA 1155 Intel Core i5 3570 Best Performance 3rd Generation Processor,"₹2,180"
1271,Intel i9-10920X 4.6 GHz Upto 4.6 GHz LGA 2066 Socket 12 Cores 24 Threads Desktop Processor,"₹60,999"
1272,22 TECH 2.93 GHz LGA 775 INTEL 2.93 Core Two Duo High Speed Processor Processor,₹699
1273,suryaasys 3.6 GHz LGA 1151 I3 8100 Processor,"₹5,000"
1274,Intel e-7500 2.93 GHz Upto 2.93 GHz LGA 775 Socket 2 Cores 2 Threads 3 MB Smart Cache Desktop Processor,"₹1,150"
1275,Intel I5 2500 3.3 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹1,869"
1276,aby 3.3 GHz LGA 1156 INTEL CORE I5 4590 Processor,"₹3,449"
1277,Intel I3-3220 3.3 GHz LGA 775 Socket 2 Cores 4 Threads 3 MB Smart Cache Desktop Processor,"₹1,998"
1278,wnd 3.2 GHz LGA 1156 Intel Core i5-650 For H55 Motherboard 1st Generation Processor (Silver) Processor,"₹1,100"
1279,Intel i3-12100 4.3 GHz Upto 4.3 GHz LGA1700 Socket 4 Cores 8 Threads Desktop Processor,"₹12,999"
1280,amd Ryzen 5 3600 with Wraith Stealth Cooler (100-000000031) 3.6 Ghz Upto 4.2 GHz AM4 Socket 6 Cores 12 Threads 3 MB L2 32 MB L3 Desktop Processor,"₹9,800"
1281,amd Ryzen 5 5600X 3.7 GHz Upto 4.6 GHz AM4 Socket 6 Cores 12 Threads Desktop Processor,"₹16,599"
1282,amd Ryzen 9 5950X 3.4 GHz Upto 4.9 GHz AM4 Socket 16 Cores 32 Threads Desktop Processor,"₹51,890"
1283,ITFY TECH 3.7 GHz LGA 1150 I5 4590S Processor,"₹3,450"
1284,Intel i3 3240 3 GHz LGA 1155 Socket 2 Cores Desktop Processor,"₹1,698"
1285,Intel Core i3-3250 (3RD Generation) 3.5 GHz LGA 1155 Socket 2 Cores Desktop Processor,"₹1,500"
1286,amd Ryzen 9 5900X 3.7 GHz Upto 4.8 GHz AM4 Socket 12 Cores 24 Threads Desktop Processor,"₹34,890"
1287,amd Ryzen 9 3900XT 3.8 GHz Upto 4.7 GHz AM4 Socket 12 Cores 24 Threads Desktop Processor,"₹42,993"
1288,suryaasys 3.2 GHz LGA 1366 I7 960 Processor,"₹2,900"
1289,Intel I5-4590T 2 GHz LGA 1150 Socket 4 Cores 4 Threads 6 MB Smart Cache Desktop Processor,"₹3,500"
1290,amd Ryzen 7 3800XT 3.9 GHz Upto 4.7 GHz AM4 Socket 8 Cores 16 Threads Desktop Processor,"₹35,349"
1291,amd Ryzen 7 3700X with Wraith Prism & RGB LED Cooler (100-100000071BOX) 3.6 Ghz Upto 4.4 Ghz AM4 Socket 8 Cores 16 Threads 4 MB L2 32 MB L3 Desktop Processor,"₹27,999"
1292,"Intel I3 4150 3.5 GHz LGA 1150 Socket 2 Cores Desktop, Tablet Processor","₹3,899"
1293,Intel 540 core I3 1st 3 GHz LGA 1156 Socket 4 Cores Desktop Processor,"₹1,299"
1294,Processorss 3.3 GHz LGA 1155 Intel 3rd Generation Core i3 3220 3.3 GHz LGA 1155 Socket Processor,"₹1,099"
1295,WDNET 3.3 GHz LGA 1155 INTEL CORE I5 4TH GEN PROCESSOR Processor,"₹2,800"
1296,WDNET 3.7 GHz LGA 1151 Intel Core i3 6th Generation CPU Processor,"₹3,000"
1297,betaohm 3.3 GHz LGA 1155 Intel Core i5 2500 i5-2500 3.3GHz Processor,"₹1,950"
1298,suryaasys 3.7 GHz LGA 1151 I3 6100 Processor,"₹2,400"
1299,Intel Core i3-7100 ( 7Th Gen ) 3MB Smart Cache 3.9 GHz LGA 1151 Socket 2 Cores Desktop Processor,"₹9,999"
1300,Intel 1st Generation Core i3 550 Processor LGA 1156 Supported 3.2 GHz LGA 1156 Socket 2 Cores 4 Threads 4 MB Smart Cache Desktop Processor,"₹1,339"
1301,Intel 3570K 3.4 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹2,400"
1302,Intel I5 3470 3.2 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹2,350"
1303,betaohm 3 GHz LGA 1155 Intel Socket Processor 2 Core 3.0GHz lga 1155 (G2030) Processor,₹585
1304,Dtech 2.6 GHz LGA 1155 G620 Processor,₹389
1305,wnd 3.3 GHz LGA 1150 INTEL CORE I3 4TH GENERATION Processor Processor,₹777
1306,Intel Core i5-2400 3.1 GHz Upto 3.4 GHz LGA 1155 Socket 4 Cores 4 Threads 6 MB Smart Cache Desktop Processor,"₹2,786"
1307,processsor Ultra 3.9 GHz LGA 1155 I3-7100 Processor,"₹3,120"
1308,Intel I5 3550 3.3 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹1,800"
1309,Intel Core i5-3470 3.2 GHz Upto 3.6 GHz LGA 1155 Socket 4 Cores 4 Threads 6 MB Smart Cache Desktop Processor (Silver) 3.2 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹2,652"
1310,amd RYZEN 5 3500 3.6 GHz Upto 4.1 GHz AM4 Socket 6 Cores 6 Threads 3 MB L2 16 MB L3 Desktop Processor,"₹15,999"
1311,Intel I3 3250 3.5 GHz LGA 1155 Socket 2 Cores Desktop Processor,"₹1,200"
1312,Intel G5900 3.4 GHz LGA 1200 Socket 2 Cores Desktop Processor,"₹5,999"
1313,Intel I5 2400 3.4 GHz LGA 1156 Socket 4 Cores Desktop Processor,"₹2,199"
1314,wnd 3.7 GHz LGA 1150 Intel Core i5 4th Generation Processor,"₹2,700"
1315,Intel 6100T 3.2 GHz LGA 1151 Socket 2 Cores 4 Threads Desktop Processor,"₹2,250"
1316,Intel I3 2120 3.3 GHz LGA 1155 Socket 2 Cores Desktop Processor,"₹1,400"
1317,amd A6-7400K 3.5 GHz Upto 3.9 GHz FM2 Socket 2 Cores 2 Threads 1 MB L2 0 MB L3 Desktop Processor,"₹5,500"
1318,Intel CORE I5 3570 PROCESSOR ( 3RD GENERATION ) 3.4 GHz Upto 3.8 GHz LGA 1155 Socket 4 Cores 4 Threads 6 MB Smart Cache Desktop Processor,"₹2,878"
1319,PROCESSORE 3.1 GHz LGA 1155 I32ND GEN I3 2100 Processor,₹850
1320,amd Ryzen 5 3600 with Wraith Stealth Cooler (100-000000031) 3.6 Ghz Upto 4.2 GHz AM4 Socket 6 Cores 12 Threads 3 MB L2 32 MB L3 Desktop Processor,"₹9,800"
1321,amd Ryzen 5 5600X 3.7 GHz Upto 4.6 GHz AM4 Socket 6 Cores 12 Threads Desktop Processor,"₹16,599"
1322,Intel 540 core I3 3.06 GHz LGA 1156 Socket 4 Cores Desktop Processor,"₹1,200"
1323,betaohm 3.1 GHz LGA 1155 Intel Core i5-2400 Quad-Core Processor 3.1 GHz 6 MB Cache LGA 1155 Processor,"₹1,900"
1324,Intel i5 QHVZ 2.2G 35W for LGA 1151 2.2 GHz LGA 1151 Socket 4 Cores Desktop Processor,"₹9,999"
1325,srigs 3.2 GHz LGA 1155 Intel i5 3470 Processor,"₹1,800"
1326,amd Ryzen 9 5900X 3.7 GHz Upto 4.8 GHz AM4 Socket 12 Cores 24 Threads Desktop Processor,"₹34,890"
1327,amd Ryzen 9 5950X 3.4 GHz Upto 4.9 GHz AM4 Socket 16 Cores 32 Threads Desktop Processor,"₹51,890"
1328,Intel I5 3570K 3.4 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹2,850"
1329,KAVTRON 3.5 GHz LGA 1150 4th Gen Processor in-tel Core i3-4150 3.5Ghz for H81 Motherboard LGA-1150 Processor,"₹3,400"
1330,amd Ryzen 9 3900XT 3.8 GHz Upto 4.7 GHz AM4 Socket 12 Cores 24 Threads Desktop Processor,"₹42,993"
1331,amd Ryzen 7 3800XT 3.9 GHz Upto 4.7 GHz AM4 Socket 8 Cores 16 Threads Desktop Processor,"₹35,349"
1332,WDNET 3.2 GHz LGA 1155 INTEL CORE i3 3RD GEN PROCESSOR Processor,"₹1,800"
1333,amd ThreadRipper 1900X 3.8 Upto 4 AM4 Socket 8 Cores 16 Threads 4 L2 Workstation Processor,"₹66,000"
1334,Intel G3240 4th Generation LGA 1150 3.1 GHz LGA 1150 Socket 2 Cores Desktop Processor,"₹1,092"
1335,EXPERTRONICS 2.93 GHz LGA 775 Core 2 Duo 2.93 Processor,₹425
1336,amd Ryzen 7 3700X with Wraith Prism & RGB LED Cooler (100-100000071BOX) 3.6 Ghz Upto 4.4 Ghz AM4 Socket 8 Cores 16 Threads 4 MB L2 32 MB L3 Desktop Processor,"₹27,999"
1337,Intel I3 4130 3.4 GHz LGA 1150 Socket 4 Cores Desktop Processor,"₹1,350"
1338,PROCESSORE 3.1 GHz LGA 1155 i5 2nd gen i5 2400 Processor,"₹2,000"
1339,DTech Pentium 3 GHz LGA 1155 G2030 Processor,₹549
1340,Dtech 2.9 GHz LGA 1155 G645 Processor,₹399
1341,GIGASTAR 2.5 GHz LGA 1150 i5-2nd gen-2400 Processor,"₹1,990"
1342,Dtech 3 GHz LGA 775 E5700 Processor,₹399
1343,Dtech 2.9 GHz LGA 1155 G2020 Processor,₹449
1344,Intel I5-3470 3.2 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹2,755"
1345,Intel G3260 4Th Generation 3.3 GHz LGA 1150 Socket 2 Cores Desktop Processor,"₹1,263"
1346,srigs 3.2 GHz LGA 1151 i7 8700 Processor,"₹16,999"
1347,WHO 1333 GHz LGA 1150 775 E-8400 Processor Processor,₹599
1348,"Intel G2130(Dual core ,3.2GHz ,LGA1155) 3.2 GHz LGA 1155 Socket 2 Cores Desktop Processor","₹1,187"
1349,GIGASTAR 2 GHz LGA 1150 i5-4th gen-4590 Processor,"₹2,899"
1350,"LAPTECH WORLD 3 GHz LGA 1155 Processor intel I5, 3rd Gen 3330, 3370 Processor","₹2,200"
1351,Intel G3250T 4th Generation LGA 1150 2.8 GHz LGA 1150 Socket 2 Cores Desktop Processor,"₹1,092"
1352,amd Ryzen7 7800X 3D 4.2 GHz AM5 Socket 8 Cores Desktop Processor,"₹45,799"
1353,Intel Dual Core 4Th Gen G3420 3.2 GHz LGA 1150 Socket 2 Cores Desktop Processor,"₹1,140"
1354,Intel G3250 4th Generation 3.2 GHz LGA 1150 Socket 2 Cores Desktop Processor,"₹1,234"
1355,Intel Core i7-10700 2.9 GHz Upto 4.8 GHz LGA 1200 Socket 8 Cores 16 Threads 16 MB Smart Cache Desktop Processor,"₹26,435"
1356,Intel i5-11600K 3.9 GHz Upto 3.9 GHz LGA 1200 Socket 6 Cores 12 Threads Desktop Processor,"₹23,999"
1357,ERH India 100 GHz AM2 1 Pc Induction Cooling Fan Small Processor,₹299
1358,Intel Core i3-3220 ( 3RD Genaretion ) 3.3 GHz LGA 1155 Socket 2 Cores Desktop Processor,"₹1,662"
1359,Intel G630 2.7 GHz LGA 1155 Socket 2 Cores Desktop Processor,"₹1,499"
1360,Arko 3.06 GHz LGA 1156 Intel Core i3-540 3.06 GHz (Refurbished) Processor,"₹1,519"
1361,wnd 3.3 GHz LGA 1155 Intel 3rd Generation Core i3 3220 3.3 GHz Processor,₹733
1362,Intel Core i3 4150 3.5 GHz LGA 1150 Socket 2 Cores Desktop Processor,"₹1,898"
1363,GIG SN 3.5 GHz LGA 1200 I5 11400f Processor,"₹20,000"
1364,Intel Core i5-4570T (4TH Generation) 6MB Cache 2.9 GHz LGA 1150 Socket 4 Cores Desktop Processor,"₹2,400"
1365,Intel I3 6100T 3.2 GHz LGA 1151 Socket 2 Cores Desktop Processor,"₹6,500"
1366,Intel Core i3-4130T 2.9 GHz LGA 1150 Socket 2 Cores 4 Threads 3 MB Smart Cache Desktop Processor,"₹4,180"
1367,Intel Pentium G4400 3.3 GHz LGA 1150 Socket 2 Cores 2 Threads 3 MB Smart Cache Desktop Processor,"₹3,390"
1368,Intel i5-3470T (3RD Gen) 2.9 GHz LGA 1155 Socket 2 Cores Desktop Processor,"₹2,900"
1369,Intel 4th Generation 3.3 GHz LGA 1150 Socket 2 Cores Desktop Processor,"₹1,350"
1370,Intel E2160 3 GHz LGA 775 Socket 2 Cores Desktop Processor,"₹1,300"
1371,KAVTRON 3.1 GHz LGA 1155 KAV-INT-2100 Processor,"₹1,799"
1372,KAVTRON 3.7 GHz LGA 1150 KAV-INT-4170 Processor,"₹5,999"
1373,AQBP 2.9 GHz LGA 1156 Intel Core I3 530 2.93 GHz LGA 1156 Socket 4 Cores Desktop Processor (Silver) Processor,"₹1,050"
1374,Dtech 3.3 GHz LGA 1150 G4400 Processor,"₹2,500"
1375,Intel LGA 1150 4th Gen 3.3 GHz LGA 1150 Socket 2 Cores Desktop Processor,"₹1,450"
1376,Intel I3 540 3.06 GHz LGA 1156 Socket 4 Cores Desktop Processor,"₹1,350"
1377,Intel Dual Core G2020 2.9 GHz LGA 1155 Socket 2 Cores Desktop Processor,₹949
1378,"Dtech 2.8 GHz AM2+, AM3 AMD Sempron 145 Processor Processor",₹499
1379,wnd 850 GHz LGA 1155 Intel i3-2120 3.3 GHz 2 Cores Processor Processor,₹499
1380,ERH India 100 GHz AM2 1 Pc Induction Cooling Fan Small Processor,₹388
1381,Intel G4400 3.3 GHz LGA 1151 Socket 2 Cores Desktop Processor,"₹4,999"
1382,Intel Core i5-3550 ( 3RD GEN ) Quad-Core 6MB Cache 3.3 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹2,422"
1383,srigs 3.4 GHz LGA 1155 Intel Core i7-2600k (2nd Gen) Processor,"₹4,499"
1384,betaohm 3 GHz LGA 1155 I5 3rd genration with Rgb mousepad with 2 year warrenty all over india Processor,"₹2,099"
1385,Intel I3 2100 3.1 GHz LGA 1155 Socket 2 Cores Desktop Processor,"₹1,235"
1386,KAVTRON 3.3 GHz LGA 1155 2nd Gen Processor in-tel Core i3-2120 3.3Ghz for H61 Motherboard LGA-1155 Processor,"₹2,599"
1387,suryaasys 3.4 GHz LGA 1151 I7 6700 Processor,"₹9,000"
1388,Intel I3 550 3.2 GHz LGA 1156 Socket 4 Cores Desktop Processor,"₹1,412"
1389,Intel Core i5-3550P ( 3RD GEN ) Quad-Core 6MB Cache 3.1 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹2,422"
1390,suryaasys 3.8 GHz LGA 1151 Processor core i5 7500 Processor,"₹7,700"
1391,suryaasys 3.8 GHz LGA 1155 2600S Processor,"₹3,550"
1392,srigs 3.3 GHz LGA 1155 Intel Core i3-3200 (3rd Gen) Processor,₹815
1393,ERH India 100 GHz AM2 1 Pc Induction Cooling Fan Big Processor,₹229
1394,Dtech 3.3 GHz LGA 1151 G4400 3.30Ghz Pentium LGA1151 6th Gen Processor,"₹1,399"
1395,srigs 3.2 GHz LGA 1151 intel core i7 8700 Processor,"₹16,499"
1396,Intel core I5 2500k 3.3 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹2,600"
1397,Intel i3-2120 3.3 GHz LGA 1155 Socket 2 Cores 4 Threads 3 MB Smart Cache Desktop Processor,"₹1,303"
1398,processsor Ultra 3 GHz LGA 1150 Core i3 4150t Processor,"₹1,615"
1399,MD Tech 2.9 GHz LGA 2011-v3 e5-2697 v2 (Used) Processor,"₹7,999"
1400,GREEN SOUL Monster Ult. (S) Multi-Functional Ergonomic Chair|Gaming & WFH|Supreme Comfort Gaming Chair,"₹18,990"
1401,Astound VGA Male to HDMI Female Converter 3.5MM USB Gaming Adapter,₹999
1402,suryaasys 4.1 GHz LGA 1151 core i5 8500 Processor,"₹11,200"
1403,Dtech 3.2 GHz LGA 1155 Intel Core i5 3470 Processor,"₹3,050"
1404,BRCTRADERS 3.3 GHz LGA 1155 3220 Processor,"₹1,700"
1405,suryaasys 3.3 GHz LGA 1151 Processor core i5 7500t Processor,"₹7,400"
1406,amd Ryzen 5 3600 with Wraith Stealth Cooler (100-000000031) 3.6 Ghz Upto 4.2 GHz AM4 Socket 6 Cores 12 Threads 3 MB L2 32 MB L3 Desktop Processor,"₹9,800"
1407,RETRACK Portable 4 RGB Fans Powerful Cooler Stand Quiet Gaming Stand11-17.3 inch Laptop Cooling Pad,"₹1,299"
1408,suryaasys 3.3 GHz LGA 1151 G4400 Processor,"₹1,188"
1409,Intel G4560 3.5 GHz LGA 1151 Socket 2 Cores Desktop Processor,"₹5,999"
1410,RETRACK 4RGB Cooler Silent Fan Foldable Laptop Cooling Pad For 11-17.3 inch Laptop 4 Fan Cooling Pad,"₹1,299"
1411,Reklinex Multi-Functional Ergonomic with Lumbar Support & Adjustable Back Rest Reklinex M2 Blue Gaming Chair,"₹8,499"
1412,Intel Core I5 3570 3.8 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹2,050"
1413,suryaasys 3.1 GHz LGA 1151 Processor core i5 6500T Processor,"₹5,200"
1414,suryaasys 3.9 GHz LGA 1151 I3 7100 Processor,"₹3,100"
1415,DAICHI 3.3 GHz LGA 1155 INTEL CORE i3-3rd GENERATION FOR H61 MOTHERBOARD Processor,₹899
1416,RRHR SALES AK-66 Six Finger All-in-One Mobile Game Controller Mobile Phone Handle L1R1 Fire and Aim Button PUBG Trigger Shooter Joystick  Motion Controller,₹299
1417,GREEN SOUL Xtreme Gaming Chair,"₹16,990"
1418,suryaasys 3.2 GHz LGA 1155 I5 3470 Processor,"₹1,805"
1419,suryaasys 3.28 GHz LGA 1156 I3 550 Processor,₹700
1420,Cipto Folding Portable Adjustment Desktop Laptop Holder Stand Cooling Pad,₹494
1421,Astound VGA to HDMI Converter Adapter Gaming Adapter,₹999
1422,rahul 3.48 GHz LGA 2011-v3 Processor Processor,"₹7,000"
1423,Dtech 3.3 GHz LGA 1155 2120 Processor,₹849
1424,suryaasys 3.4 GHz LGA 1155 I5 3570 Processor,"₹2,050"
1425,GIGASTAR 3.3 GHz LGA 1155 Intel Core i3 i3-2120 3.30 GHz Processor - Socket H2 LGA-1155 Processor,₹674
1426,REKART Multi-Functional Ergonomic Gaming Chair Adjustable Back Rest M5-Yellow M1 - YELLOW Gaming Chair,"₹8,499"
1427,"QUEZIL AK-66 Powerful Fire Metal Trigger Gamepad Controller Joystick Mobile Game Controller Remote, Gaming Grip Remote Control Compatible with  Gaming Accessory Kit",₹299
1428,DEVBHOOMI 165 GHz AM2+ DB -VIP 400R Processor,₹699
1429,22 TECH 3.3 GHz LGA 1155 Intel Core i3 2120 2nd Generation 3.3 GHz LGA 1155 Cores Desktop Processor Processor,₹999
1430,TP TROOPS Micro to USB A 3.0 OTG Gaming Adapter,₹220
1431,"TP TROOPS Type C to Lighting OTG Adapter - iOS 15 OTG Adapter, Gaming Adapter",₹209
1432,Dtech 2.93 GHz LGA 775 E7500 Processor,₹399
1433,ryzen 3.9 GHz AM4 5600G Processor,"₹14,999"
1434,"amd Ryzen Processor 7 series 3.7 GHz AM4 Socket 8 Cores Server, Desktop Processor","₹27,999"
1435,srigs 3.1 GHz LGA 1155 Intel Core i5-2400 (2nd Gen) Processor,"₹1,300"
1436,"Bestor Dual-Sided Multifunctional Desk Pad ,Waterproof Desk Blotter Protector,Extended Mouse Pad/Desk Mat for Work from Home/Office/Gaming | Vegan PU Leather | Anti-Skid, Anti-Slip, Reversible Splash-Proof – Deskspread ~ Navy Blue & Yellow Mousepad",₹769
1437,"Astound VGA to HDMI Converter, converts VGA & audio to HDMI Gaming Adapter",₹999
1438,suryaasys 3.2 GHz LGA 1156 I5 650 Processor,₹810
1439,"Dtech 3.2 GHz FM2+, FM2 AMD A8-5500B AD550BOKA44HJ Processor","₹2,499"
